"from";"to";"cost";"profit";"category";"visitDuration"
"87";"326";"56520.7567423015";"383";"Architecture";"19.3109427609"
"87";"328";"49133.1864272998";"481";"Landmark";"13.8243055556"
"87";"331";"40318.931412626";"488";"Landmark";"20.9481523717"
"87";"337";"38689.0494785343";"474";"Leisure";"68.5157777778"
"87";"339";"57765.4415825854";"1591";"Landmark";"23.497969493"
"87";"340";"57975.5970426636";"2735";"Landmark";"24.9984809912"
"87";"364";"41393.6780755241";"3182";"Entertainment";"62.257053288"
"87";"378";"58063.2534063215";"2652";"Other";"27.0699489379"
"87";"387";"52975.6745660131";"510";"Other";"37.0889814815"
"87";"388";"40050.1777744859";"1054";"Landmark";"21.5922376543"
"87";"389";"54195.0815522298";"1698";"Landmark";"68.4366951567"
"87";"390";"54380.0156843998";"1306";"Entertainment";"102.804243295"
"87";"391";"56659.1710210693";"667";"Edu";"29.0010828625"
"87";"392";"41249.4034815871";"553";"Edu";"50.6802555556"
"87";"394";"49529.2381869816";"764";"Other";"32.7373177083"
"87";"410";"41063.9768862084";"1929";"Architecture";"19.6731152252"
"87";"412";"53984.191819685";"402";"Landmark";"11.2847083333"
"87";"414";"33084.2444402421";"409";"Landmark";"32.7941056911"
"87";"419";"53278.0795281705";"421";"Landmark";"40.2893300654"
"90";"1";"11008.5198245191";"1089";"Landmark";"26.9117879747"
"90";"10";"2651.8694768682";"408";"Landmark";"12.6167278287"
"90";"15";"34898.1040479612";"1344";"Other";"61.2590451389"
"90";"25";"5801.3278860234";"360";"Leisure";"29.4924387369"
"90";"26";"37121.2122427099";"374";"Landmark";"31.7861111111"
"90";"31";"14848.9688618092";"541";"Architecture";"23.5844037821"
"90";"33";"3010.38274115931";"450";"Architecture";"24.8557563588"
"90";"39";"2668.47502615132";"555";"Landmark";"25.9698981345"
"90";"41";"3169.144315646";"431";"Entertainment";"7.99679713805"
"90";"49";"3006.29975687596";"530";"Leisure";"21.5559724312"
"90";"52";"7721.98723531432";"750";"Entertainment";"76.7507575758"
"90";"55";"8597.02441585912";"400";"Landmark";"25.232106136"
"90";"59";"2604.39756089609";"1050";"Landmark";"28.702386673"
"90";"63";"8042.04521513269";"3349";"Landmark";"12.2256872106"
"90";"73";"8548.56477521642";"688";"Landmark";"16.2801523471"
"90";"74";"3367.75486061996";"492";"Leisure";"22.6495295871"
"90";"76";"3325.08552881381";"366";"Landmark";"18.1949439067"
"90";"86";"41877.7870246705";"3691";"Other";"64.4417232681"
"90";"87";"41790.9953999503";"5823";"Landmark";"74.1708359142"
"90";"99";"1901.64185171991";"943";"Landmark";"27.4539868848"
"90";"102";"10117.0642871114";"748";"Entertainment";"42.9178535354"
"90";"103";"15731.5455181744";"376";"Landmark";"25.9388888889"
"90";"114";"9806.56728650959";"2602";"Sacred";"29.2754910329"
"90";"115";"11091.5374387363";"949";"Landmark";"26.9173767753"
"90";"124";"19115.7618873049";"377";"Entertainment";"17.1414930556"
"90";"133";"3098.81563854909";"322";"Landmark";"17.9934048864"
"90";"137";"21672.7020200095";"3806";"Entertainment";"68.8053038721"
"90";"141";"3931.2315561861";"782";"Cultural";"36.3665426587"
"90";"143";"2673.14762320724";"460";"Other";"20.2363192644"
"90";"145";"9828.39181265719";"870";"Entertainment";"18.1501218324"
"90";"148";"7282.17799332122";"1174";"Entertainment";"54.3957236842"
"90";"149";"15044.6674399201";"420";"Landmark";"28.82109375"
"90";"150";"7483.89410269625";"2784";"Landmark";"32.5011239398"
"90";"153";"10837.9445500262";"704";"Other";"33.8521517094"
"90";"154";"8692.82322440207";"419";"Landmark";"24.6198559671"
"90";"155";"2843.07563835522";"401";"Landmark";"17.2472591608"
"90";"157";"18842.1788923629";"374";"Cultural";"15.1297363465"
"90";"167";"9710.18955518072";"1666";"Entertainment";"27.4871061968"
"90";"169";"10105.4729484391";"811";"Landmark";"53.2309504357"
"90";"171";"7462.84825745306";"664";"Landmark";"51.2021604938"
"90";"175";"9568.27290614876";"925";"Cultural";"24.113317419"
"90";"178";"9860.50438383194";"972";"Architecture";"30.4355785667"
"90";"182";"3071.43972331053";"374";"Architecture";"32.3145854284"
"90";"183";"8815.71310046002";"1147";"Architecture";"18.1037310406"
"90";"186";"13387.0530851122";"397";"Cultural";"33.6072048611"
"90";"188";"2671.5396811186";"720";"Cultural";"18.4210974608"
"90";"196";"13469.7994525593";"321";"Landmark";"19.7915700483"
"90";"198";"33797.1262551957";"646";"Landmark";"113.530263278"
"90";"202";"4073.56393649106";"1388";"Landmark";"31.8697274695"
"90";"203";"10762.9924923628";"1136";"Landmark";"38.7826245211"
"90";"209";"11112.5418132423";"415";"Landmark";"18.0959401709"
"90";"214";"2566.43391788482";"1009";"Landmark";"19.9574122537"
"90";"219";"2244.61768623338";"1566";"Architecture";"32.1441042062"
"90";"220";"4692.51584808315";"2358";"Entertainment";"87.6296862599"
"90";"223";"10931.8060183225";"2456";"Cultural";"35.1834392443"
"90";"227";"7950.23471195003";"1088";"Cultural";"79.0353632479"
"90";"228";"7921.64814134331";"1062";"Cultural";"55.42"
"90";"232";"9230.87956205414";"774";"Leisure";"46.8415555556"
"90";"260";"2468.61085916457";"486";"Cultural";"22.9089376218"
"90";"261";"15297.1613099689";"531";"Cultural";"28.8348177083"
"90";"264";"9334.88645430834";"487";"Leisure";"19.1394047619"
"90";"265";"7744.11654270025";"584";"Cultural";"68.3403153153"
"90";"266";"33121.791623321";"614";"Other";"111.405208333"
"90";"271";"3001.56576953779";"691";"Other";"14.0339764408"
"90";"272";"1964.31425843563";"459";"Other";"25.9708150585"
"90";"273";"11515.2707307081";"1011";"Landmark";"29.7576800111"
"90";"277";"1802.81586376162";"945";"Landmark";"28.1619380831"
"90";"280";"3722.42885104353";"526";"Entertainment";"29.3759772947"
"90";"286";"8495.06811603493";"341";"Entertainment";"15.7957607323"
"90";"287";"2252.83901244777";"402";"Landmark";"46.3649198263"
"90";"293";"6405.38044185531";"907";"Entertainment";"24.0619219577"
"90";"294";"3067.44418842477";"681";"Landmark";"31.9358944177"
"90";"295";"11229.3506131584";"815";"Cultural";"29.6107526882"
"90";"303";"52912.7846687514";"561";"Landmark";"38.7901587302"
"90";"304";"41288.2340356357";"400";"Landmark";"28.6891025641"
"90";"307";"35984.5125518162";"826";"Landmark";"57.7149023126"
"90";"309";"13805.3902331075";"3319";"Leisure";"58.3102920228"
"90";"321";"15037.2742149501";"859";"Landmark";"18.6746713251"
"90";"324";"11837.5923105691";"944";"Landmark";"88.883048433"
"90";"325";"13777.6996877428";"1005";"Entertainment";"58.6822319994"
"90";"326";"18620.7990521417";"383";"Architecture";"19.3109427609"
"90";"328";"7957.83437898027";"481";"Landmark";"13.8243055556"
"90";"331";"2951.46935174425";"488";"Landmark";"20.9481523717"
"90";"337";"19516.1283261382";"474";"Leisure";"68.5157777778"
"90";"339";"24596.698089199";"1591";"Landmark";"23.497969493"
"90";"340";"24928.2861341398";"2735";"Landmark";"24.9984809912"
"90";"364";"4226.98338275431";"3182";"Entertainment";"62.257053288"
"90";"378";"24489.2952739606";"2652";"Other";"27.0699489379"
"90";"387";"13802.3693459579";"510";"Other";"37.0889814815"
"90";"388";"2101.12512881518";"1054";"Landmark";"21.5922376543"
"90";"389";"12578.4232592332";"1698";"Landmark";"68.4366951567"
"90";"390";"12785.3126794286";"1306";"Entertainment";"102.804243295"
"90";"391";"18820.4382554088";"667";"Edu";"29.0010828625"
"90";"392";"7256.33661888253";"553";"Edu";"50.6802555556"
"90";"394";"11055.7974792866";"764";"Other";"32.7373177083"
"90";"410";"2239.1961738252";"1929";"Architecture";"19.6731152252"
"90";"412";"23309.4612808878";"402";"Landmark";"11.2847083333"
"90";"414";"15013.972392226";"409";"Landmark";"32.7941056911"
"90";"419";"13552.4449151395";"421";"Landmark";"40.2893300654"
"99";"1";"9242.48423260695";"1089";"Landmark";"26.9117879747"
"99";"10";"3078.63784946644";"408";"Landmark";"12.6167278287"
"99";"15";"35614.575622565";"1344";"Other";"61.2590451389"
"99";"25";"4014.78037621743";"360";"Leisure";"29.4924387369"
"99";"26";"37458.2932373884";"374";"Landmark";"31.7861111111"
"99";"31";"13041.7875191569";"541";"Architecture";"23.5844037821"
"99";"33";"3272.8232012147";"450";"Architecture";"24.8557563588"
"99";"39";"3232.4063343752";"555";"Landmark";"25.9698981345"
"99";"41";"3558.86776116769";"431";"Entertainment";"7.99679713805"
"99";"49";"3079.03648012762";"530";"Leisure";"21.5559724312"
"99";"52";"7324.60710357805";"750";"Entertainment";"76.7507575758"
"99";"55";"6721.09415629263";"400";"Landmark";"25.232106136"
"99";"59";"3360.31452416529";"1050";"Landmark";"28.702386673"
"99";"63";"6187.22988621907";"3349";"Landmark";"12.2256872106"
"99";"73";"6653.11262816005";"688";"Landmark";"16.2801523471"
"99";"74";"3671.61922870397";"492";"Leisure";"22.6495295871"
"99";"76";"3800.67312326958";"366";"Landmark";"18.1949439067"
"99";"86";"43514.9205106807";"3691";"Other";"64.4417232681"
"99";"87";"43438.7230676739";"5823";"Landmark";"74.1708359142"
"99";"90";"1901.64185171991";"1524";"Entertainment";"58.9008983123"
"99";"102";"8371.33339244567";"748";"Entertainment";"42.9178535354"
"99";"103";"13921.2646167999";"376";"Landmark";"25.9388888889"
"99";"114";"7912.08931080345";"2602";"Sacred";"29.2754910329"
"99";"115";"9265.11229428347";"949";"Landmark";"26.9173767753"
"99";"124";"17313.9751284565";"377";"Entertainment";"17.1414930556"
"99";"133";"3169.70520230107";"322";"Landmark";"17.9934048864"
"99";"137";"19823.7956370444";"3806";"Entertainment";"68.8053038721"
"99";"141";"3701.85424516238";"782";"Cultural";"36.3665426587"
"99";"143";"3161.93100659764";"460";"Other";"20.2363192644"
"99";"145";"7934.37260212307";"870";"Entertainment";"18.1501218324"
"99";"148";"5729.35781434699";"1174";"Entertainment";"54.3957236842"
"99";"149";"13156.1412229032";"420";"Landmark";"28.82109375"
"99";"150";"5869.96972878993";"2784";"Landmark";"32.5011239398"
"99";"153";"9015.2990223026";"704";"Other";"33.8521517094"
"99";"154";"6810.02098143967";"419";"Landmark";"24.6198559671"
"99";"155";"3025.07020085927";"401";"Landmark";"17.2472591608"
"99";"157";"17053.9511533678";"374";"Cultural";"15.1297363465"
"99";"167";"7818.04184530804";"1666";"Entertainment";"27.4871061968"
"99";"169";"8250.35897838079";"811";"Landmark";"53.2309504357"
"99";"171";"5561.75057041053";"664";"Landmark";"51.2021604938"
"99";"175";"7674.11458171422";"925";"Cultural";"24.113317419"
"99";"178";"7964.5446482247";"972";"Architecture";"30.4355785667"
"99";"182";"3531.54795389544";"374";"Architecture";"32.3145854284"
"99";"183";"6925.92761917361";"1147";"Architecture";"18.1037310406"
"99";"186";"14881.5820533068";"397";"Cultural";"33.6072048611"
"99";"188";"3703.3308782911";"720";"Cultural";"18.4210974608"
"99";"196";"11580.6248028686";"321";"Landmark";"19.7915700483"
"99";"198";"35373.7933250894";"646";"Landmark";"113.530263278"
"99";"202";"3762.02065909889";"1388";"Landmark";"31.8697274695"
"99";"203";"9006.48396985254";"1136";"Landmark";"38.7826245211"
"99";"209";"9339.88099618678";"415";"Landmark";"18.0959401709"
"99";"214";"3574.41612244701";"1009";"Landmark";"19.9574122537"
"99";"219";"3114.94868626791";"1566";"Architecture";"32.1441042062"
"99";"220";"4339.62635025053";"2358";"Entertainment";"87.6296862599"
"99";"223";"9172.97950079564";"2456";"Cultural";"35.1834392443"
"99";"227";"7530.39050331922";"1088";"Cultural";"79.0353632479"
"99";"228";"7570.99695192709";"1062";"Cultural";"55.42"
"99";"232";"8136.8617860895";"774";"Leisure";"46.8415555556"
"99";"260";"2850.10035994056";"486";"Cultural";"22.9089376218"
"99";"261";"13772.9920706034";"531";"Cultural";"28.8348177083"
"99";"264";"7444.11345692087";"487";"Leisure";"19.1394047619"
"99";"265";"7269.14908646706";"584";"Cultural";"68.3403153153"
"99";"266";"31634.1231023867";"614";"Other";"111.405208333"
"99";"271";"3549.01856634971";"691";"Other";"14.0339764408"
"99";"272";"3112.50157614488";"459";"Other";"25.9708150585"
"99";"273";"12616.4896927152";"1011";"Landmark";"29.7576800111"
"99";"277";"3035.17273240109";"945";"Landmark";"28.1619380831"
"99";"280";"3930.87710727075";"526";"Entertainment";"29.3759772947"
"99";"286";"6615.37462663524";"341";"Entertainment";"15.7957607323"
"99";"287";"4130.63547159416";"402";"Landmark";"46.3649198263"
"99";"293";"4782.89431049422";"907";"Entertainment";"24.0619219577"
"99";"294";"3349.87105506579";"681";"Landmark";"31.9358944177"
"99";"295";"9470.76594025165";"815";"Cultural";"29.6107526882"
"99";"303";"51164.7535407393";"561";"Landmark";"38.7901587302"
"99";"304";"41569.9550733662";"400";"Landmark";"28.6891025641"
"99";"307";"36726.0859286605";"826";"Landmark";"57.7149023126"
"99";"309";"11916.6806566633";"3319";"Leisure";"58.3102920228"
"99";"321";"13219.1445953209";"859";"Landmark";"18.6746713251"
"99";"324";"12621.2918952376";"944";"Landmark";"88.883048433"
"99";"325";"11888.6198994626";"1005";"Entertainment";"58.6822319994"
"99";"326";"16785.2197605547";"383";"Architecture";"19.3109427609"
"99";"328";"6069.36208620322";"481";"Landmark";"13.8243055556"
"99";"331";"3541.44749615199";"488";"Landmark";"20.9481523717"
"99";"337";"21072.0757919611";"474";"Leisure";"68.5157777778"
"99";"339";"22983.307048948";"1591";"Landmark";"23.497969493"
"99";"340";"23317.6682325869";"2735";"Landmark";"24.9984809912"
"99";"364";"3921.94764216342";"3182";"Entertainment";"62.257053288"
"99";"378";"22850.7998762145";"2652";"Other";"27.0699489379"
"99";"387";"11937.6007885709";"510";"Other";"37.0889814815"
"99";"388";"3399.300558571";"1054";"Landmark";"21.5922376543"
"99";"389";"10807.1703177552";"1698";"Landmark";"68.4366951567"
"99";"390";"11006.0945474475";"1306";"Entertainment";"102.804243295"
"99";"391";"16986.4900378645";"667";"Edu";"29.0010828625"
"99";"392";"6799.44116570679";"553";"Edu";"50.6802555556"
"99";"394";"9294.01506430926";"764";"Other";"32.7373177083"
"99";"410";"2669.05191790917";"1929";"Architecture";"19.6731152252"
"99";"412";"21903.1688911101";"402";"Landmark";"11.2847083333"
"99";"414";"15576.3320220404";"409";"Landmark";"32.7941056911"
"99";"419";"11663.2829511038";"421";"Landmark";"40.2893300654"
"102";"1";"921.780890210218";"1089";"Landmark";"26.9117879747"
"102";"10";"9185.27766258838";"408";"Landmark";"12.6167278287"
"102";"15";"36261.7938975515";"1344";"Other";"61.2590451389"
"102";"25";"6562.48520865914";"360";"Leisure";"29.4924387369"
"102";"26";"36326.2848506138";"374";"Landmark";"31.7861111111"
"102";"31";"4815.21931261834";"541";"Architecture";"23.5844037821"
"102";"33";"8945.79247887297";"450";"Architecture";"24.8557563588"
"102";"39";"9412.29050635665";"555";"Landmark";"25.9698981345"
"102";"41";"9188.6787719355";"431";"Entertainment";"7.99679713805"
"102";"49";"8636.01588170762";"530";"Leisure";"21.5559724312"
"102";"52";"7819.31759762408";"750";"Entertainment";"76.7507575758"
"102";"55";"4979.62552994302";"400";"Landmark";"25.232106136"
"102";"59";"9728.90330099983";"1050";"Landmark";"28.702386673"
"102";"63";"5426.54842554815";"3349";"Landmark";"12.2256872106"
"102";"73";"4350.58529571347";"688";"Landmark";"16.2801523471"
"102";"74";"9053.70935202514";"492";"Leisure";"22.6495295871"
"102";"76";"9382.86120256372";"366";"Landmark";"18.1949439067"
"102";"86";"48719.0975315489";"3691";"Other";"64.4417232681"
"102";"87";"48710.5144560959";"5823";"Landmark";"74.1708359142"
"102";"90";"10117.0642871114";"1524";"Entertainment";"58.9008983123"
"102";"99";"8371.33339244567";"943";"Landmark";"27.4539868848"
"102";"103";"5696.90866456479";"376";"Landmark";"25.9388888889"
"102";"114";"4423.25478652156";"2602";"Sacred";"29.2754910329"
"102";"115";"1530.48521633213";"949";"Landmark";"26.9173767753"
"102";"124";"9036.66456287125";"377";"Entertainment";"17.1414930556"
"102";"133";"8628.55154005329";"322";"Landmark";"17.9934048864"
"102";"137";"11748.1159735965";"3806";"Entertainment";"68.8053038721"
"102";"141";"8025.96777879247";"782";"Cultural";"36.3665426587"
"102";"143";"9288.11837738454";"460";"Other";"20.2363192644"
"102";"145";"4450.75058125531";"870";"Entertainment";"18.1501218324"
"102";"148";"8016.54311441827";"1174";"Entertainment";"54.3957236842"
"102";"149";"5867.15056991869";"420";"Landmark";"28.82109375"
"102";"150";"7678.07174987902";"2784";"Landmark";"32.5011239398"
"102";"153";"1319.96357381683";"704";"Other";"33.8521517094"
"102";"154";"4795.72584840672";"419";"Landmark";"24.6198559671"
"102";"155";"8811.48245378173";"401";"Landmark";"17.2472591608"
"102";"157";"8741.88277784582";"374";"Cultural";"15.1297363465"
"102";"167";"4521.92638881316";"1666";"Entertainment";"27.4871061968"
"102";"169";"5672.56295520221";"811";"Landmark";"53.2309504357"
"102";"171";"4012.45241509733";"664";"Landmark";"51.2021604938"
"102";"175";"4406.94174073765";"925";"Cultural";"24.113317419"
"102";"178";"4349.28978810893";"972";"Architecture";"30.4355785667"
"102";"182";"9303.11150450949";"374";"Architecture";"32.3145854284"
"102";"183";"4566.0914930525";"1147";"Architecture";"18.1037310406"
"102";"186";"23170.587145974";"397";"Cultural";"33.6072048611"
"102";"188";"10273.7960606531";"720";"Cultural";"18.4210974608"
"102";"196";"4536.35724163919";"321";"Landmark";"19.7915700483"
"102";"198";"40335.0117081847";"646";"Landmark";"113.530263278"
"102";"202";"7845.1183868429";"1388";"Landmark";"31.8697274695"
"102";"203";"655.791021956839";"1136";"Landmark";"38.7826245211"
"102";"209";"1047.06651294452";"415";"Landmark";"18.0959401709"
"102";"214";"10181.330724103";"1009";"Landmark";"19.9574122537"
"102";"219";"9815.82430013412";"1566";"Architecture";"32.1441042062"
"102";"220";"7679.46122935717";"2358";"Entertainment";"87.6296862599"
"102";"223";"826.508859369483";"2456";"Cultural";"35.1834392443"
"102";"227";"7792.49051656186";"1088";"Cultural";"79.0353632479"
"102";"228";"8068.38311154852";"1062";"Cultural";"55.42"
"102";"232";"11261.1439644256";"774";"Leisure";"46.8415555556"
"102";"260";"9101.01943148882";"486";"Cultural";"22.9089376218"
"102";"261";"5939.52672100234";"531";"Cultural";"28.8348177083"
"102";"264";"4538.58408023944";"487";"Leisure";"19.1394047619"
"102";"265";"7510.73169293867";"584";"Cultural";"68.3403153153"
"102";"266";"29161.6637247128";"614";"Other";"111.405208333"
"102";"271";"9451.21572390702";"691";"Other";"14.0339764408"
"102";"272";"10174.1292899711";"459";"Other";"25.9708150585"
"102";"273";"20503.7354248424";"1011";"Landmark";"29.7576800111"
"102";"277";"10241.7217195232";"945";"Landmark";"28.1619380831"
"102";"280";"8905.82811611321";"526";"Entertainment";"29.3759772947"
"102";"286";"4889.04319093233";"341";"Entertainment";"15.7957607323"
"102";"287";"12060.7926850227";"402";"Landmark";"46.3649198263"
"102";"293";"3792.55792024661";"907";"Entertainment";"24.0619219577"
"102";"294";"8983.96053876156";"681";"Landmark";"31.9358944177"
"102";"295";"1119.55697791869";"815";"Cultural";"29.6107526882"
"102";"303";"42800.9242414882";"561";"Landmark";"38.7901587302"
"102";"304";"40078.0455991404";"400";"Landmark";"28.6891025641"
"102";"307";"37454.2833599235";"826";"Landmark";"57.7149023126"
"102";"309";"4797.5661225995";"3319";"Leisure";"58.3102920228"
"102";"321";"5044.84655063195";"859";"Landmark";"18.6746713251"
"102";"324";"20016.917077567";"944";"Landmark";"88.883048433"
"102";"325";"4786.24284473192";"1005";"Entertainment";"58.6822319994"
"102";"326";"8656.5317893488";"383";"Architecture";"19.3109427609"
"102";"328";"4714.90531972615";"481";"Landmark";"13.8243055556"
"102";"331";"9518.92941937739";"488";"Landmark";"20.9481523717"
"102";"337";"29388.5391384246";"474";"Leisure";"68.5157777778"
"102";"339";"14720.3903364592";"1591";"Landmark";"23.497969493"
"102";"340";"15058.1454179126";"2735";"Landmark";"24.9984809912"
"102";"364";"7837.17645979485";"3182";"Entertainment";"62.257053288"
"102";"378";"14548.5285270494";"2652";"Other";"27.0699489379"
"102";"387";"4286.08800929838";"510";"Other";"37.0889814815"
"102";"388";"10512.2338091852";"1054";"Landmark";"21.5922376543"
"102";"389";"8245.85605579591";"1698";"Landmark";"68.4366951567"
"102";"390";"8266.25948098371";"1306";"Entertainment";"102.804243295"
"102";"391";"8846.19367836152";"667";"Edu";"29.0010828625"
"102";"392";"7476.61049344314";"553";"Edu";"50.6802555556"
"102";"394";"954.968688161592";"764";"Other";"32.7373177083"
"102";"410";"9155.37880126489";"1929";"Architecture";"19.6731152252"
"102";"412";"14189.064944826";"402";"Landmark";"11.2847083333"
"102";"414";"16995.6038231051";"409";"Landmark";"32.7941056911"
"102";"419";"4603.17394128378";"421";"Landmark";"40.2893300654"
"103";"1";"4776.83664166441";"1089";"Landmark";"26.9117879747"
"103";"10";"14878.5522908716";"408";"Landmark";"12.6167278287"
"103";"15";"39256.7671350233";"1344";"Other";"61.2590451389"
"103";"25";"11336.2139833269";"360";"Leisure";"29.4924387369"
"103";"26";"38255.8725188251";"374";"Landmark";"31.7861111111"
"103";"31";"884.461971984433";"541";"Architecture";"23.5844037821"
"103";"33";"14631.6372905119";"450";"Architecture";"24.8557563588"
"103";"39";"15104.4539395081";"555";"Landmark";"25.9698981345"
"103";"41";"14867.0191048138";"431";"Entertainment";"7.99679713805"
"103";"49";"14324.9881161862";"530";"Leisure";"21.5559724312"
"103";"52";"12843.624372007";"750";"Entertainment";"76.7507575758"
"103";"55";"8739.72983787648";"400";"Landmark";"25.232106136"
"103";"59";"15421.756988663";"1050";"Landmark";"28.702386673"
"103";"63";"9408.26341243918";"3349";"Landmark";"12.2256872106"
"103";"73";"8315.88885359412";"688";"Landmark";"16.2801523471"
"103";"74";"14724.3267386915";"492";"Leisure";"22.6495295871"
"103";"76";"15053.569213978";"366";"Landmark";"18.1949439067"
"103";"86";"53696.1800082446";"3691";"Other";"64.4417232681"
"103";"87";"53713.3042609739";"5823";"Landmark";"74.1708359142"
"103";"90";"15731.5455181744";"1524";"Entertainment";"58.9008983123"
"103";"99";"13921.2646167999";"943";"Landmark";"27.4539868848"
"103";"102";"5696.90866456479";"748";"Entertainment";"42.9178535354"
"103";"114";"7483.28194442778";"2602";"Sacred";"29.2754910329"
"103";"115";"4662.86290060406";"949";"Landmark";"26.9173767753"
"103";"124";"3397.09997339862";"377";"Entertainment";"17.1414930556"
"103";"133";"14314.7192748428";"322";"Landmark";"17.9934048864"
"103";"137";"6067.01917550796";"3806";"Entertainment";"68.8053038721"
"103";"141";"13680.9105691889";"782";"Cultural";"36.3665426587"
"103";"143";"14980.5921903378";"460";"Other";"20.2363192644"
"103";"145";"7487.74688209115";"870";"Entertainment";"18.1501218324"
"103";"148";"12061.0105695025";"1174";"Entertainment";"54.3957236842"
"103";"149";"2883.66903973199";"420";"Landmark";"28.82109375"
"103";"150";"11652.4166442895";"2784";"Landmark";"32.5011239398"
"103";"153";"4908.31726782427";"704";"Other";"33.8521517094"
"103";"154";"8541.18693533443";"419";"Landmark";"24.6198559671"
"103";"155";"14503.0643153047";"401";"Landmark";"17.2472591608"
"103";"157";"3176.42258301034";"374";"Cultural";"15.1297363465"
"103";"167";"7632.66783517808";"1666";"Entertainment";"27.4871061968"
"103";"169";"8329.3231989731";"811";"Landmark";"53.2309504357"
"103";"171";"8773.40347853569";"664";"Landmark";"51.2021604938"
"103";"175";"7650.76630290135";"925";"Cultural";"24.113317419"
"103";"178";"7384.82764940392";"972";"Architecture";"30.4355785667"
"103";"182";"14984.5234731771";"374";"Architecture";"32.3145854284"
"103";"183";"8293.14653091691";"1147";"Architecture";"18.1037310406"
"103";"186";"28491.3980212712";"397";"Cultural";"33.6072048611"
"103";"188";"15966.2082592348";"720";"Cultural";"18.4210974608"
"103";"196";"3524.52232624455";"321";"Landmark";"19.7915700483"
"103";"198";"45275.766830529";"646";"Landmark";"113.530263278"
"103";"202";"13494.9074350657";"1388";"Landmark";"31.8697274695"
"103";"203";"5041.53687368578";"1136";"Landmark";"38.7826245211"
"103";"209";"4658.7662648453";"415";"Landmark";"18.0959401709"
"103";"214";"15875.2187786539";"1009";"Landmark";"19.9574122537"
"103";"219";"15512.5200504838";"1566";"Architecture";"32.1441042062"
"103";"220";"13277.4446860746";"2358";"Entertainment";"87.6296862599"
"103";"223";"4871.06586294707";"2456";"Cultural";"35.1834392443"
"103";"227";"12753.7116794246";"1088";"Cultural";"79.0353632479"
"103";"228";"13041.3859213735";"1062";"Cultural";"55.42"
"103";"232";"14747.7998928271";"774";"Leisure";"46.8415555556"
"103";"260";"14797.0646204524";"486";"Cultural";"22.9089376218"
"103";"261";"4819.82231003627";"531";"Cultural";"28.8348177083"
"103";"264";"7918.86361701425";"487";"Leisure";"19.1394047619"
"103";"265";"12528.9954183562";"584";"Cultural";"68.3403153153"
"103";"266";"27118.1428027477";"614";"Other";"111.405208333"
"103";"271";"15134.4784042801";"691";"Other";"14.0339764408"
"103";"272";"15870.3809951108";"459";"Other";"25.9708150585"
"103";"273";"25511.225330833";"1011";"Landmark";"29.7576800111"
"103";"277";"15936.273040861";"945";"Landmark";"28.1619380831"
"103";"280";"14558.1955140665";"526";"Entertainment";"29.3759772947"
"103";"286";"8733.78186295744";"341";"Entertainment";"15.7957607323"
"103";"287";"17734.4491202497";"402";"Landmark";"46.3649198263"
"103";"293";"9486.7539487313";"907";"Entertainment";"24.0619219577"
"103";"294";"14667.5827956678";"681";"Landmark";"31.9358944177"
"103";"295";"4583.32301172229";"815";"Cultural";"29.6107526882"
"103";"303";"37305.2804475813";"561";"Landmark";"38.7901587302"
"103";"304";"41680.7425408505";"400";"Landmark";"28.6891025641"
"103";"307";"40467.4168303495";"826";"Landmark";"57.7149023126"
"103";"309";"3320.354167954";"3319";"Leisure";"58.3102920228"
"103";"321";"726.117155317356";"859";"Landmark";"18.6746713251"
"103";"324";"24728.1928829635";"944";"Landmark";"88.883048433"
"103";"325";"3353.11384897951";"1005";"Entertainment";"58.6822319994"
"103";"326";"2975.21473136747";"383";"Architecture";"19.3109427609"
"103";"328";"8927.68227328402";"481";"Landmark";"13.8243055556"
"103";"331";"15203.6263859552";"488";"Landmark";"20.9481523717"
"103";"337";"34722.1637164259";"474";"Leisure";"68.5157777778"
"103";"339";"10083.1736149116";"1591";"Landmark";"23.497969493"
"103";"340";"10417.9173126597";"2735";"Landmark";"24.9984809912"
"103";"364";"13474.811121732";"3182";"Entertainment";"62.257053288"
"103";"378";"9761.76370333646";"2652";"Other";"27.0699489379"
"103";"387";"2508.82490036118";"510";"Other";"37.0889814815"
"103";"388";"16208.860128909";"1054";"Landmark";"21.5922376543"
"103";"389";"9345.39327515647";"1698";"Landmark";"68.4366951567"
"103";"390";"9213.43751678973";"1306";"Entertainment";"102.804243295"
"103";"391";"3158.18065727199";"667";"Edu";"29.0010828625"
"103";"392";"12623.774184531";"553";"Edu";"50.6802555556"
"103";"394";"4742.16191883808";"764";"Other";"32.7373177083"
"103";"410";"14852.2781612318";"1929";"Architecture";"19.6731152252"
"103";"412";"10985.7529409534";"402";"Landmark";"11.2847083333"
"103";"414";"21175.1015583647";"409";"Landmark";"32.7941056911"
"103";"419";"3477.3014625979";"421";"Landmark";"40.2893300654"
"114";"1";"4539.24296307503";"1089";"Landmark";"26.9117879747"
"114";"10";"10060.1410257908";"408";"Landmark";"12.6167278287"
"114";"15";"40063.2426416723";"1344";"Other";"61.2590451389"
"114";"25";"4307.04059719297";"360";"Leisure";"29.4924387369"
"114";"26";"40507.4520893313";"374";"Landmark";"31.7861111111"
"114";"31";"6748.89070298685";"541";"Architecture";"23.5844037821"
"114";"33";"9982.35636374285";"450";"Architecture";"24.8557563588"
